This file was created by CMPT_ME_BEME_RETS_DAILY using the 201911 CRSP database.,,,,,,,,,,,,,,,,,,,,,,,
The Tbill return is the simple daily rate that, over the number of trading days,,,,,,,,,,,,,,,,,,,,,,
in the month, compounds to 1-month TBill rate from Ibbotson and Associates Inc.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Mkt-RF,SMB,HML,RF,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
19761018,0.55,-0.24,0.19,0.019,1.51,0.62,0.43,0.74,0.61,0.54,0.49,0.54,0.78,0.63,0.56,0.68,0.29,0.39,0.66,0.42,0.69,0.76,0.81
19761019,-0.05,0.12,-0.05,0.019,-0.21,0.02,-0.11,-0.12,0.03,-0.09,-0.13,0.1,-0.29,0.04,0.01,0,-0.24,-0.15,-0.09,0.15,0.03,-0.23,-0.36
19761020,0.23,-0.08,0.23,0.019,0.24,0.22,0.18,0.49,0.14,0.4,0.15,0.36,0.6,0.18,0.05,0.52,0.19,0.08,0.27,0.33,0.38,0.4,0.89
19761021,-0.82,0.42,0.26,0.019,-0.02,-1.02,-0.53,-0.57,-1.09,-0.72,-0.52,-0.61,-0.36,-1.17,-0.91,-0.8,-0.58,-0.59,-0.4,-0.48,-0.77,-0.27,-0.5
19761022,-0.75,0.24,0.03,0.019,-1.53,-0.77,-0.72,-0.74,-0.71,-0.96,-0.66,-0.61,-0.89,-0.83,-0.44,-0.98,-0.93,-0.82,-0.38,-0.63,-0.59,-0.9,-0.88
19761025,0.09,-0.04,-0.12,0.019,-0.2,0.14,0.05,0.07,0.22,-0.05,0.01,0.18,-0.06,0.28,0.06,-0.14,0.11,0.05,-0.07,0.16,0.2,-0.29,0.25
19761026,0.86,-0.41,-0.07,0.019,0.08,0.98,0.8,0.85,0.93,0.95,0.87,0.78,0.93,0.95,0.89,1.13,0.63,0.92,0.78,0.77,0.78,0.97,0.87
19761027,0.56,-0.19,-0.27,0.019,-1.21,0.71,0.45,0.37,0.68,0.71,0.43,0.39,0.29,0.7,0.65,0.79,0.58,0.44,0.43,0.33,0.45,0.25,0.33
19761028,-0.1,0.11,-0.08,0.019,0.01,-0.21,0.13,-0.22,-0.27,0.04,0.18,-0.16,-0.17,-0.28,-0.24,0.01,0.11,0.26,0.03,-0.06,-0.28,-0.09,-0.27
19761029,1.19,-0.36,-0.19,0.019,1.58,1.33,1.15,0.95,1.44,1.06,1.16,0.84,1.14,1.54,1.19,0.95,1.26,1.36,0.83,0.91,0.76,1.05,1.27
19761101,0.23,-0.04,0.18,0.02,1.08,0.08,0.46,0.33,-0.1,0.6,0.5,0.48,0.07,-0.2,0.13,0.71,0.4,0.43,0.63,0.39,0.58,-0.02,0.19
19761103,-1.16,0.12,0.34,0.02,-0.81,-1.18,-1.21,-0.82,-1.25,-1,-1.16,-1.37,-0.62,-1.21,-1.32,-0.98,-1.04,-1.08,-1.3,-1.69,-1.01,-0.83,-0.33
19761104,0.77,0.35,0.51,0.02,0.43,0.63,0.87,1.48,0.71,0.6,0.78,1.1,1.83,0.56,1.06,0.37,1.01,0.75,0.85,1.06,1.14,1.64,2.08
19761105,-1.2,0.79,0.41,0.02,-0.87,-1.58,-0.64,-0.79,-1.62,-1.16,-0.65,-0.73,-0.73,-1.86,-1.07,-1.45,-0.63,-0.42,-1.05,-0.63,-0.84,-0.34,-1.26
19761108,-1.13,0.41,-0.13,0.02,-0.97,-1.15,-1.02,-1.28,-1.16,-1.2,-0.85,-1.31,-1.22,-1.16,-1.17,-1.12,-1.33,-0.72,-1.08,-1.29,-1.34,-1.01,-1.5
19761109,-0.34,-0.22,0.2,0.02,0.17,-0.5,-0.01,-0.38,-0.5,-0.24,-0.02,-0.51,-0.03,-0.5,-0.5,-0.48,0.2,0.08,-0.19,-0.32,-0.73,0.32,-0.5
19761110,-0.47,0.36,-0.18,0.02,-0.68,-0.48,-0.39,-0.62,-0.32,-0.82,-0.39,-0.34,-0.79,-0.28,-0.4,-1.03,-0.46,-0.42,-0.34,-0.23,-0.46,-0.59,-1.06
19761111,0.71,-0.45,-0.22,0.02,-0.14,0.87,0.58,0.51,0.87,0.73,0.63,0.6,0.45,0.97,0.63,0.9,0.43,0.74,0.43,0.63,0.57,0.29,0.66
19761112,-0.32,0.25,0.11,0.02,0.61,-0.52,0.02,-0.14,-0.43,-0.48,0.06,-0.35,0.07,-0.55,-0.15,-0.83,0.12,0.32,-0.4,-0.36,-0.35,0.04,0.12
19761115,0.51,-0.34,-0.21,0.02,-0.37,0.7,0.4,0.32,0.69,0.62,0.42,0.19,0.5,0.76,0.52,0.73,0.44,0.51,0.27,0.23,0.14,0.25,0.84
19761116,0.26,0.19,-0.04,0.02,0.25,0.4,-0.01,0.46,0.34,0.49,-0.23,0.42,0.55,0.18,0.72,0.59,0.33,-0.7,0.61,0.48,0.36,0.48,0.65
19761117,0.63,0,-0.09,0.02,0.68,0.66,0.58,0.79,0.64,0.75,0.49,0.71,0.92,0.62,0.66,0.76,0.72,0.43,0.59,0.75,0.66,0.83,1.03
19761118,1.24,-0.35,0.18,0.02,1.96,1.29,1.15,1.71,1.26,1.28,1.17,1.58,1.49,1.3,1.15,1.42,1.05,1.09,1.3,1.28,1.93,1.27,1.8
19761119,0.14,0.18,0.3,0.02,-0.49,-0.02,0.44,0.36,0.03,0.02,0.48,0.37,0.33,-0.07,0.26,-0.18,0.38,0.52,0.4,0.35,0.4,0.42,0.2
19761122,0.63,-0.17,0.07,0.02,0.46,0.67,0.64,0.72,0.63,0.69,0.67,0.79,0.65,0.56,0.78,0.82,0.47,0.71,0.61,0.79,0.79,0.46,0.9
19761123,-0.41,0.31,0.16,0.02,-0.03,-0.6,-0.07,-0.37,-0.56,-0.53,-0.09,-0.05,-0.49,-0.61,-0.44,-0.75,-0.14,-0.06,-0.14,0.12,-0.24,-0.28,-0.78
19761124,0.53,0.19,-0.09,0.02,-0.04,0.5,0.62,0.49,0.45,0.72,0.45,0.75,0.69,0.38,0.61,0.69,0.77,0.35,0.64,1.14,0.29,0.78,0.56
19761126,0.7,0.13,-0.35,0.02,1.36,0.75,0.77,0.42,0.75,0.64,0.86,0.57,0.58,0.76,0.75,0.74,0.47,0.83,0.93,0.83,0.26,0.4,0.82
19761129,-0.57,0.44,0.03,0.02,-0.95,-0.65,-0.42,-0.52,-0.73,-0.35,-0.55,-0.35,-0.36,-0.8,-0.57,-0.38,-0.29,-0.44,-0.73,-0.08,-0.68,-0.19,-0.58
19761130,-0.32,0.12,0.38,0.02,0.31,-0.4,-0.21,0.07,-0.49,-0.14,-0.23,-0.01,0.11,-0.54,-0.38,-0.07,-0.26,-0.14,-0.37,-0.04,0.02,0.19,0
19761201,0.43,0,0.07,0.018,1.2,0.32,0.64,0.74,0.2,0.72,0.59,0.78,0.67,0.12,0.37,0.72,0.71,0.73,0.32,0.75,0.82,0.74,0.58
19761202,-0.29,0.38,0.42,0.018,0.16,-0.53,0.07,0.13,-0.56,-0.27,0.09,0.17,0.01,-0.71,-0.21,-0.43,0,-0.05,0.34,0.11,0.25,0.25,-0.32
19761203,0.55,-0.1,0.04,0.018,0.35,0.54,0.63,0.51,0.58,0.48,0.61,0.62,0.61,0.55,0.66,0.42,0.59,0.54,0.74,0.81,0.4,0.56,0.68
19761206,0.78,-0.03,0.27,0.018,1.38,0.83,0.66,1.14,0.91,0.67,0.6,0.99,0.89,0.79,1.17,0.56,0.85,0.5,0.78,0.67,1.38,0.71,1.14
19761207,0.02,0.27,0.13,0.018,-0.14,-0.07,0.2,0.25,-0.13,0.34,0,0.26,0.25,-0.27,0.19,0.11,0.73,0.07,-0.13,0.27,0.25,0.25,0.26
19761208,0.53,0.16,-0.2,0.018,0.52,0.55,0.58,0.4,0.45,0.88,0.45,0.64,0.33,0.38,0.6,0.92,0.79,0.61,0.16,0.79,0.46,0.16,0.55
19761209,0.57,0.27,0.15,0.018,0.44,0.5,0.65,0.83,0.44,0.6,0.79,0.59,0.86,0.34,0.69,0.71,0.42,0.7,0.95,0.4,0.8,0.8,0.95
19761210,0.22,0.38,0.21,0.018,0.83,0.19,0.28,0.47,0.08,0.48,0.17,0.56,0.47,-0.01,0.28,0.56,0.33,0.45,-0.32,0.64,0.46,0.34,0.66
19761213,0.07,0.3,0.23,0.018,-1.39,-0.09,0.37,0.24,-0.25,0.38,0.37,0.33,0.38,-0.34,-0.05,0.45,0.27,0.15,0.78,0.51,0.1,0.62,0.06
19761214,0.4,-0.29,0.4,0.018,0.15,0.4,0.39,0.69,0.34,0.55,0.39,0.45,0.7,0.28,0.5,0.6,0.47,0.28,0.6,0.26,0.67,0.67,0.75
19761215,0.06,0.03,0.43,0.018,0.32,-0.12,0.29,0.39,-0.17,0.13,0.38,0.2,0.32,-0.32,0.16,0.06,0.24,0.43,0.3,-0.02,0.46,0.48,0.11
19761216,-0.28,0.13,0.42,0.018,0.58,-0.36,-0.22,0.16,-0.46,0.01,-0.3,-0.03,0.07,-0.58,-0.21,0,0.04,-0.34,-0.22,-0.27,0.25,0.05,0.1
19761217,-0.43,0.31,0.24,0.018,-0.39,-0.58,-0.25,-0.14,-0.63,-0.37,-0.3,-0.18,0.1,-0.72,-0.42,-0.42,-0.28,-0.44,-0.04,-0.01,-0.37,0.34,-0.23
19761220,-0.55,0.1,0.07,0.018,-0.55,-0.59,-0.43,-0.52,-0.6,-0.51,-0.36,-0.59,-0.61,-0.51,-0.81,-0.56,-0.42,-0.36,-0.36,-0.72,-0.42,-0.57,-0.68
19761221,0.45,-0.23,-0.24,0.018,-0.3,0.65,0.22,0.22,0.7,0.36,0.23,0.3,0.2,0.85,0.36,0.49,0.14,0.32,0.06,0.35,0.25,-0.12,0.63
19761222,0.46,0.03,-0.04,0.018,1.11,0.47,0.44,0.59,0.51,0.4,0.45,0.42,0.57,0.46,0.62,0.33,0.53,0.43,0.48,0.27,0.6,0.44,0.76
19761223,0.05,0.19,-0.49,0.018,0.6,0.19,-0.05,-0.43,0.24,-0.05,-0.01,-0.15,-0.61,0.36,-0.01,0.01,-0.15,-0.02,0.01,-0.06,-0.26,-0.5,-0.77
19761227,1.07,-0.31,-0.2,0.018,2.65,1.34,0.72,0.97,1.41,1.08,0.56,1,0.9,1.66,0.86,1.13,1,0.55,0.58,0.96,1.04,0.76,1.09
19761228,0.62,-0.04,-0.12,0.018,0.65,0.73,0.53,0.52,0.76,0.63,0.49,0.55,0.53,0.85,0.54,0.66,0.58,0.5,0.47,0.58,0.5,0.71,0.29
19761229,-0.32,0.41,0.09,0.018,0.2,-0.45,-0.13,-0.07,-0.44,-0.36,-0.17,0,0,-0.48,-0.37,-0.46,-0.18,-0.2,-0.13,0.13,-0.15,0.05,-0.07
19761230,0.53,0.25,0,0.018,1.87,0.55,0.47,0.73,0.56,0.55,0.37,0.64,0.88,0.64,0.35,0.51,0.61,0.18,0.72,0.67,0.59,0.46,1.44
19761231,0.59,0.62,0.17,0.018,0.84,0.48,0.67,0.99,0.45,0.59,0.7,0.79,1.07,0.35,0.68,0.59,0.58,0.59,0.9,0.69,0.9,1.12,1.01
19770103,-0.32,0.56,0.67,0.017,0.49,-0.48,-0.14,0.38,-0.54,-0.27,-0.19,0.12,0.69,-0.62,-0.35,-0.3,-0.21,-0.24,-0.1,0.16,0.09,0.49,0.96
19770104,-0.98,0.82,0.26,0.017,-1.06,-1.18,-0.73,-0.67,-1.27,-0.94,-0.7,-0.6,-0.51,-1.36,-1.05,-0.88,-1.04,-0.71,-0.68,-0.41,-0.83,-0.44,-0.6
19770105,-0.74,0.38,0.07,0.017,-0.27,-0.84,-0.57,-0.63,-0.83,-0.79,-0.48,-0.75,-0.6,-0.83,-0.81,-0.88,-0.65,-0.36,-0.69,-0.83,-0.66,-0.51,-0.73
19770106,0.18,0.43,0.26,0.017,2.26,0.09,0.26,0.7,0.11,0.17,0.21,0.51,0.58,0.06,0.23,0.04,0.41,0.17,0.26,0.25,0.82,0.44,0.77
19770107,0.09,0.51,0.06,0.017,0.76,-0.04,0.24,0.35,-0.03,0.03,0.27,0.25,0.45,-0.08,0.08,-0.06,0.19,0.17,0.43,0.24,0.26,0.41,0.5
19770110,0.12,0.02,0.21,0.017,0.79,0.14,0.13,0.27,0.09,0.21,0.17,0.1,0.39,0.07,0.14,0.29,0.08,0.15,0.19,0.06,0.14,0.49,0.26
19770111,-0.93,0.08,0.29,0.017,-0.7,-1.05,-0.75,-0.69,-1.09,-0.87,-0.66,-0.83,-0.71,-1.09,-1.1,-0.89,-0.85,-0.6,-0.77,-0.95,-0.68,-0.52,-0.97
19770112,-0.68,0.17,0.18,0.017,-0.8,-0.69,-0.67,-0.44,-0.74,-0.5,-0.73,-0.67,-0.26,-0.76,-0.68,-0.52,-0.47,-0.69,-0.82,-0.71,-0.62,-0.83,0.52
19770113,0.82,0.21,-0.16,0.017,1.15,0.83,0.8,0.94,0.84,0.83,0.72,0.95,0.93,0.75,1.03,0.79,0.91,0.61,0.91,0.96,0.95,0.94,0.91
19770114,-0.02,0.47,0.19,0.017,1.06,-0.16,0.11,0.47,-0.24,0.13,0.04,0.41,0.39,-0.29,-0.14,0.1,0.18,0.01,0.1,0.31,0.54,0.28,0.55
19770117,-0.2,0.26,0.12,0.017,-0.03,-0.34,0.01,-0.09,-0.33,-0.26,0.04,-0.01,-0.14,-0.3,-0.4,-0.38,-0.07,0,0.11,0.01,-0.04,-0.26,0.03
19770118,-0.29,0.14,0.25,0.017,0.05,-0.44,-0.09,-0.05,-0.5,-0.23,-0.07,0.03,-0.15,-0.58,-0.32,-0.23,-0.22,0,-0.2,0.02,0.04,-0.26,0
19770119,0.5,0.27,0.15,0.017,1.22,0.52,0.42,0.93,0.44,0.6,0.35,0.79,1.1,0.32,0.72,0.76,0.33,0.15,0.71,0.81,0.76,0.87,1.43
19770120,-0.74,0.35,0.48,0.017,-0.72,-0.99,-0.4,-0.44,-1.09,-0.64,-0.36,-0.46,-0.27,-1.23,-0.77,-0.68,-0.56,-0.4,-0.28,-0.34,-0.6,-0.14,-0.45
19770121,0.36,0.1,0.24,0.017,-0.23,0.24,0.55,0.64,0.21,0.33,0.62,0.55,0.82,0.22,0.2,0.33,0.32,0.68,0.52,0.63,0.46,0.66,1.05
19770124,0.01,-0.04,0.48,0.017,0.9,-0.27,0.45,0.42,-0.45,0.3,0.58,0.29,0.47,-0.55,-0.24,0.34,0.24,0.43,0.84,0.22,0.37,0.49,0.43
19770125,-0.04,0.15,0.56,0.017,0.97,-0.33,0.3,0.45,-0.58,0.35,0.3,0.37,0.75,-0.89,0.1,0.48,0.13,0.26,0.36,0.56,0.16,0.78,0.71
19770126,-0.65,0.23,0.38,0.017,-1.2,-0.81,-0.47,-0.28,-0.94,-0.36,-0.52,-0.34,-0.36,-0.89,-1.05,-0.38,-0.34,-0.52,-0.52,-0.46,-0.2,-0.31,-0.42
19770127,-0.58,0.13,0.11,0.017,-0.23,-0.63,-0.5,-0.57,-0.69,-0.5,-0.54,-0.34,-0.63,-0.72,-0.61,-0.44,-0.59,-0.46,-0.68,-0.18,-0.52,-0.38,-0.97
19770128,0.03,-0.06,-0.24,0.017,-0.68,0.15,-0.04,-0.18,0.17,-0.01,0,-0.16,-0.03,0.34,-0.19,0.09,-0.18,-0.02,0.03,-0.02,-0.34,0.03,-0.11
19770131,0,-0.43,-0.18,0.017,-0.52,0.14,-0.04,-0.31,0.22,-0.17,0.11,-0.25,-0.52,0.26,0.15,-0.11,-0.27,0.14,0.07,-0.36,-0.1,-0.43,-0.64
19770201,0.5,0.11,-0.12,0.018,0.74,0.56,0.51,0.42,0.56,0.5,0.5,0.6,0.44,0.67,0.32,0.57,0.38,0.32,0.82,0.78,0.39,0.37,0.55
19770202,-0.11,0.31,0.04,0.018,0.92,-0.2,0.04,0.02,-0.35,0.22,0.02,0.01,0.1,-0.47,-0.1,0.31,0.07,0.07,-0.07,0.08,-0.06,0.02,0.22
19770203,-0.39,0.23,0.09,0.018,-0.05,-0.52,-0.21,-0.24,-0.48,-0.53,-0.23,-0.05,-0.33,-0.69,-0.04,-0.65,-0.31,-0.1,-0.47,0.04,-0.15,-0.25,-0.44
19770204,0.17,0.29,0.06,0.018,0.26,0.12,0.16,0.45,0.04,0.35,0.17,0.14,0.4,-0.03,0.19,0.37,0.33,0.18,0.16,-0.16,0.5,0.35,0.47
19770207,0.06,0.12,-0.13,0.018,0.72,0.08,0.07,-0.05,0.04,0.21,0.03,-0.16,0.26,-0.06,0.26,0.21,0.2,0.01,0.08,-0.01,-0.34,0.16,0.38
19770208,-0.25,0.25,-0.03,0.018,-0.68,-0.34,-0.12,-0.26,-0.25,-0.41,-0.2,-0.12,-0.25,-0.35,-0.03,-0.65,0,-0.19,-0.21,-0.01,-0.26,-0.2,-0.32
19770209,-0.85,0.35,-0.07,0.018,-0.53,-0.87,-0.79,-0.98,-0.7,-1.17,-0.75,-1.07,-0.76,-0.73,-0.62,-1.41,-0.76,-0.7,-0.86,-0.97,-1.2,-0.68,-0.87
19770210,0.1,0.17,-0.18,0.018,-0.06,0.2,-0.01,0.19,0.25,0.03,-0.08,0.26,0.05,0.23,0.3,0.01,0.05,-0.02,-0.19,0.2,0.34,0.03,0.08
19770211,-0.53,0.17,0.04,0.018,0.6,-0.5,-0.59,-0.5,-0.47,-0.63,-0.49,-0.67,-0.47,-0.59,-0.22,-0.57,-0.73,-0.45,-0.56,-0.8,-0.52,-0.31,-0.7
19770214,0.43,-0.4,-0.16,0.018,0.75,0.69,0.15,0.22,0.76,0.19,0.37,0.08,0.14,0.99,0.28,0.47,-0.28,0.33,0.43,-0.1,0.3,0.13,0.15
19770215,0.28,-0.17,0.29,0.018,0.96,0.35,0.21,0.49,0.34,0.24,0.24,0.56,0.28,0.32,0.38,0.39,-0.03,0.24,0.23,0.45,0.7,0.26,0.32
19770216,0.38,-0.19,0.18,0.018,0.25,0.33,0.49,0.53,0.36,0.22,0.64,0.52,0.42,0.33,0.42,0.26,0.15,0.8,0.34,0.42,0.64,0.26,0.63
19770217,-0.52,0.17,0.18,0.018,-1,-0.68,-0.31,-0.37,-0.72,-0.55,-0.2,-0.38,-0.38,-0.7,-0.77,-0.53,-0.58,-0.19,-0.21,-0.4,-0.37,-0.4,-0.36
19770218,-0.29,0.14,0.37,0.018,0.39,-0.36,-0.23,0.03,-0.19,-0.68,-0.18,-0.11,-0.05,-0.15,-0.27,-0.9,-0.31,-0.11,-0.31,-0.3,0.1,-0.03,-0.08
19770222,-0.03,-0.14,-0.12,0.018,0.35,0.17,-0.2,-0.24,0.29,-0.17,-0.23,-0.3,-0.19,0.62,-0.4,-0.25,-0.03,-0.31,-0.09,-0.3,-0.29,-0.02,-0.43
19770223,-0.3,0.13,-0.01,0.018,-0.35,-0.28,-0.29,-0.3,-0.32,-0.26,-0.27,-0.22,-0.27,-0.4,-0.13,-0.16,-0.44,-0.2,-0.4,-0.12,-0.33,-0.19,-0.38
19770224,-0.62,-0.17,0.15,0.018,-1.43,-0.78,-0.3,-0.6,-0.85,-0.53,-0.21,-0.44,-0.63,-0.95,-0.63,-0.54,-0.53,-0.1,-0.41,-0.33,-0.57,-0.43,-0.9
19770225,-0.17,0.14,-0.09,0.018,-2.42,-0.06,-0.3,-0.18,-0.04,-0.15,-0.35,-0.24,-0.2,0.14,-0.43,-0.14,-0.17,-0.41,-0.23,-0.32,-0.15,-0.15,-0.28
19770228,0.2,-0.44,0.05,0.018,-0.65,0.26,0.23,0.21,0.21,0.39,0.19,0.26,0.04,0.25,0.13,0.39,0.39,0.17,0.22,0.15,0.38,0.13,-0.1
19770301,0.85,-0.21,-0.24,0.016,0.68,1.06,0.64,0.79,0.96,1.18,0.57,0.74,0.82,1.05,0.76,1.41,0.8,0.33,0.99,0.72,0.76,0.74,0.93
19770302,-0.22,0.14,0.09,0.016,0.75,-0.32,-0.07,-0.05,-0.34,-0.14,-0.17,0.08,0,-0.31,-0.41,-0.25,0.04,-0.2,-0.13,0.23,-0.1,0.11,-0.16
19770303,0.44,-0.25,0.04,0.016,0.04,0.49,0.42,0.56,0.58,0.25,0.41,0.57,0.53,0.61,0.52,0.2,0.35,0.4,0.41,0.56,0.58,0.47,0.62
19770304,0.35,0.14,-0.09,0.016,0.2,0.42,0.29,0.37,0.47,0.38,0.11,0.53,0.35,0.37,0.69,0.27,0.56,0.01,0.3,0.66,0.38,0.43,0.24
19770307,0.12,0.06,0.01,0.016,0.24,0.15,0.09,0.13,0.15,0.18,0.08,-0.05,0.25,0.18,0.1,0.13,0.27,0,0.22,-0.1,0.01,0.04,0.55
19770308,-0.34,0.27,0.06,0.016,0.92,-0.43,-0.2,-0.22,-0.49,-0.24,-0.2,-0.26,-0.04,-0.52,-0.42,-0.25,-0.22,-0.19,-0.22,-0.15,-0.39,0.05,-0.16
19770309,-0.7,0.18,0.05,0.016,-1.02,-0.87,-0.42,-0.64,-0.95,-0.49,-0.48,-0.42,-0.78,-0.97,-0.9,-0.6,-0.3,-0.43,-0.55,-0.34,-0.5,-0.53,-1.13
19770310,0.48,-0.02,-0.22,0.016,0.12,0.7,0.24,0.35,0.78,0.33,0.22,0.45,0.28,0.96,0.39,0.44,0.15,0.05,0.51,0.47,0.43,0.22,0.36
19770311,0.07,0.13,0.11,0.016,0.89,0.13,-0.04,0.25,0.13,0.04,-0.02,0.14,0.18,0.04,0.34,0.12,-0.09,-0.04,0,-0.02,0.32,0.24,0.09
19770314,0.63,-0.45,0.11,0.016,0.44,0.76,0.56,0.63,0.79,0.61,0.58,0.57,0.57,0.82,0.75,0.63,0.57,0.43,0.83,0.46,0.7,0.46,0.72
19770315,0.44,-0.31,0.26,0.016,0.43,0.48,0.34,0.67,0.55,0.3,0.31,0.48,0.71,0.59,0.45,0.23,0.4,0.33,0.27,0.36,0.63,0.8,0.57
19770316,0.19,-0.04,0.04,0.016,-0.44,0.18,0.22,0.33,0.19,0.1,0.33,0.12,0.56,0.08,0.41,0.18,-0.04,0.45,0.12,0.12,0.11,0.64,0.45
19770317,-0.09,0.11,0.02,0.016,-0.42,-0.09,-0.08,0.05,-0.09,-0.04,-0.17,0,0.23,-0.09,-0.09,-0.11,0.07,-0.22,-0.09,0.11,-0.13,0.27,0.16
19770318,-0.22,0.37,-0.02,0.016,0.19,-0.34,-0.02,-0.13,-0.35,-0.15,-0.07,-0.11,-0.06,-0.4,-0.25,-0.31,0.13,0,-0.18,-0.03,-0.2,-0.12,0.03
19770321,-0.45,0.24,-0.09,0.016,-0.28,-0.49,-0.37,-0.51,-0.51,-0.46,-0.3,-0.5,-0.51,-0.42,-0.69,-0.44,-0.5,-0.3,-0.29,-0.5,-0.51,-0.46,-0.58
19770322,-0.22,0.15,-0.01,0.016,0.63,-0.07,-0.44,-0.09,-0.03,-0.23,-0.54,-0.19,-0.11,0.01,-0.11,-0.22,-0.25,-0.59,-0.45,-0.3,-0.06,-0.1,-0.12
19770323,-0.78,0.35,0.23,0.016,-0.84,-0.86,-0.72,-0.48,-0.72,-1.1,-0.78,-0.68,-0.17,-0.71,-0.73,-1.35,-0.67,-0.7,-0.91,-0.59,-0.79,-0.05,-0.34
19770324,-0.46,0.14,0.08,0.016,0.45,-0.65,-0.2,-0.32,-0.75,-0.35,-0.06,-0.45,-0.23,-0.79,-0.66,-0.33,-0.39,0.17,-0.44,-0.49,-0.41,-0.25,-0.19
19770325,-0.59,0.41,-0.02,0.016,-0.75,-0.65,-0.5,-0.52,-0.72,-0.47,-0.53,-0.44,-0.44,-0.69,-0.77,-0.43,-0.55,-0.5,-0.58,-0.31,-0.6,-0.33,-0.59
19770328,-0.15,-0.36,-0.01,0.016,0.63,-0.04,-0.21,-0.33,-0.05,-0.15,-0.16,-0.17,-0.39,-0.09,0.03,0.01,-0.42,-0.25,0.02,-0.09,-0.26,-0.3,-0.54
19770329,0.55,-0.29,0.14,0.016,0.01,0.57,0.58,0.59,0.57,0.62,0.6,0.37,0.75,0.59,0.53,0.57,0.7,0.62,0.57,0.34,0.42,0.68,0.85
19770330,-1.1,0.2,0.4,0.016,-1.88,-1.41,-0.59,-0.9,-1.47,-0.98,-0.56,-0.8,-0.88,-1.58,-1.24,-1.2,-0.61,-0.55,-0.56,-0.69,-0.92,-0.82,-0.97
19770331,-0.14,0.01,0.03,0.016,0.04,-0.23,0.05,-0.14,-0.21,-0.21,0.06,0.08,-0.29,-0.21,-0.2,-0.31,-0.05,0.1,0,0.14,0.01,-0.18,-0.44
19770401,0.75,-0.32,0.02,0.019,0.74,0.78,0.74,0.81,0.78,0.84,0.72,0.69,0.79,0.81,0.72,0.79,0.92,0.67,0.8,0.56,0.83,0.89,0.63
19770404,-0.89,0.26,0.19,0.019,-1.55,-1.11,-0.55,-0.86,-1.17,-0.78,-0.56,-0.66,-0.85,-1.28,-0.92,-0.9,-0.58,-0.56,-0.54,-0.48,-0.87,-0.85,-0.84
19770405,-0.28,-0.24,0.04,0.019,-0.8,-0.28,-0.2,-0.39,-0.29,-0.29,-0.08,-0.41,-0.47,-0.23,-0.41,-0.27,-0.32,-0.11,-0.02,-0.5,-0.3,-0.36,-0.64
19770406,-0.07,0.1,0.05,0.019,-0.51,-0.1,-0.04,0.09,-0.14,0.07,-0.16,0.1,0.1,-0.1,-0.21,0.01,0.18,-0.06,-0.34,0.12,0.08,0.1,0.12
19770407,0.32,-0.2,-0.1,0.019,0.5,0.4,0.25,0.34,0.35,0.43,0.28,0.35,0.15,0.3,0.45,0.58,0.19,0.23,0.37,0.19,0.52,0,0.37
19770411,0.49,-0.3,-0.01,0.019,0.61,0.72,0.2,0.52,0.58,0.77,0.26,0.36,0.43,0.49,0.75,1.2,0.07,0.34,0.12,0.14,0.61,0.39,0.49
19770412,1.2,-0.46,0.46,0.019,0.98,1.22,1.13,1.56,1.28,1.1,1.06,1.41,1.64,1.25,1.33,1.06,1.18,1.07,1.05,1.35,1.48,1.4,1.99
19770413,0.03,0.12,0.27,0.019,0.25,-0.07,0.12,0.31,-0.09,0.12,0.08,0.12,0.36,-0.24,0.25,0,0.31,-0.09,0.38,0.01,0.26,0.53,0.11
19770414,0.84,-0.06,0.13,0.019,1.15,0.83,0.84,1.02,0.77,1.1,0.68,1.06,0.85,0.72,0.88,1.04,1.19,0.67,0.69,0.96,1.18,0.82,0.9
19770415,0.03,0.12,0.09,0.019,0.34,0.02,0.07,0.17,0.05,0.05,-0.09,0.27,0.21,0.1,-0.05,-0.09,0.3,-0.01,-0.23,0.38,0.14,0.19,0.22
19770418,-0.4,0.3,0.18,0.019,0.64,-0.54,-0.26,-0.22,-0.49,-0.57,-0.2,-0.29,-0.14,-0.53,-0.41,-0.68,-0.4,0.02,-0.59,-0.27,-0.31,0.06,-0.41
19770419,-0.33,0.36,0.05,0.019,0.26,-0.47,-0.14,-0.15,-0.42,-0.46,-0.13,-0.3,0.27,-0.45,-0.38,-0.6,-0.23,-0.1,-0.17,-0.06,-0.58,0.52,-0.08
19770420,0.34,0.11,0.36,0.019,0.72,0.19,0.47,0.87,0.16,0.35,0.48,0.63,0.97,-0.03,0.56,0.31,0.43,0.59,0.28,0.52,0.77,0.92,1.04
19770421,-0.65,0.25,0.29,0.019,-0.02,-0.89,-0.36,-0.41,-1.14,-0.21,-0.34,-0.34,-0.45,-1.54,-0.31,-0.07,-0.44,-0.28,-0.45,-0.32,-0.38,-0.3,-0.66
19770422,-1.2,0.31,0.48,0.019,-2.11,-1.48,-0.83,-0.81,-1.68,-0.82,-0.84,-0.8,-0.9,-1.8,-1.45,-0.84,-0.79,-0.83,-0.85,-0.88,-0.71,-0.72,-1.18
